hasLoan,hasCreditCard,currentBalance,loanPendingMonths,creditCardLimit,creditCardUsed,creditCardOverduePayment,score,classification
1,1,9692,32,2070,485,1,150,E
1,1,4504,23,237,232,0,300,C
0,0,-714,0,0,0,0,400,B
1,0,8101,27,0,0,0,350,C
1,1,-1773,11,764,118,0,250,D
0,0,-574,0,0,0,0,400,B
0,0,3463,0,0,0,0,500,A
0,1,-1803,0,1444,166,0,350,C
1,0,7676,34,0,0,0,350,C
1,0,4988,31,0,0,0,350,C
0,1,212,0,3009,1918,0,450,B
1,1,9186,7,2593,1468,0,350,C
1,1,963,17,1294,1156,1,100,E
0,0,9336,0,0,0,0,500,A
1,1,1874,3,3249,896,1,200,D
1,0,6512,32,0,0,0,350,C
0,1,3059,0,3326,57,1,300,C
1,1,-1028,4,22,3,0,200,D
0,0,4184,0,0,0,0,500,A
1,0,497,6,0,0,0,400,B
1,1,9474,24,2045,1773,0,300,C
1,0,6003,4,0,0,0,400,B
1,0,-1522,11,0,0,0,300,C
1,1,1659,18,2517,170,0,300,C
1,0,2270,32,0,0,0,350,C
0,1,4838,0,2813,1295,1,300,C
0,0,3238,0,0,0,0,500,A
0,0,7671,0,0,0,0,500,A
1,0,-1366,15,0,0,0,250,D
0,0,3350,0,0,0,0,500,A
0,1,9216,0,1340,650,1,300,C
0,1,9825,0,945,804,0,450,B
0,0,4398,0,0,0,0,500,A
0,0,6247,0,0,0,0,500,A
1,0,475,1,0,0,0,400,B
1,1,-1036,10,112,20,1,50,F
0,0,-1690,0,0,0,0,400,B
1,0,7757,27,0,0,0,350,C
0,0,121,0,0,0,0,500,A
1,0,5695,16,0,0,0,350,C
1,1,3908,4,1800,1154,1,200,D
1,1,4231,9,1617,860,0,350,C
1,0,90,3,0,0,0,400,B
1,0,-1584,17,0,0,0,250,D
0,0,4319,0,0,0,0,500,A
1,1,-754,7,540,5,1,100,E
0,0,6039,0,0,0,0,500,A
0,0,8875,0,0,0,0,500,A
0,1,7750,0,1472,1370,0,450,B
1,1,6871,20,889,498,1,150,E
1,1,4105,10,3205,819,1,200,D
1,1,1283,31,2617,2339,1,100,E
1,1,4020,36,1242,459,0,300,C
1,0,2774,31,0,0,0,350,C
0,1,530,0,2764,654,1,300,C
1,0,1281,34,0,0,0,350,C
0,1,5020,0,2386,1382,0,450,B
0,1,-1023,0,1260,176,1,200,D
0,1,158,0,2794,208,0,450,B
1,1,7097,28,2512,2288,0,300,C
1,0,9910,18,0,0,0,350,C
1,1,6785,21,2191,414,1,150,E
1,0,9753,20,0,0,0,350,C
0,1,6087,0,1455,917,1,300,C
0,1,2915,0,3400,2912,0,400,B
1,0,5227,20,0,0,0,350,C
0,0,2179,0,0,0,0,500,A
0,0,-1523,0,0,0,0,400,B
1,1,7434,4,2369,484,1,200,D
0,1,9811,0,138,6,1,300,C
0,1,7807,0,2648,2041,0,450,B
1,1,126,11,1436,526,1,200,D
1,1,3810,3,1412,1023,0,350,C
0,1,8215,0,995,11,1,300,C
1,0,-1702,20,0,0,0,250,D
1,1,1220,16,518,223,1,150,E
0,1,779,0,462,198,1,300,C
0,0,-1385,0,0,0,0,400,B
0,0,7955,0,0,0,0,500,A
1,0,9313,25,0,0,0,350,C
0,1,-318,0,3498,246,1,200,D
0,0,6984,0,0,0,0,500,A
0,0,6088,0,0,0,0,500,A
1,0,1448,2,0,0,0,400,B
0,0,2399,0,0,0,0,500,A
0,0,6208,0,0,0,0,500,A
0,0,-791,0,0,0,0,400,B
0,1,9203,0,2564,757,1,300,C
0,0,7178,0,0,0,0,500,A
0,1,-1074,0,2411,1560,0,350,C
1,1,6238,26,3024,2533,1,150,E
0,0,6533,0,0,0,0,500,A
0,1,4997,0,1765,1388,0,450,B
0,1,507,0,26,2,0,450,B
1,0,-1588,28,0,0,0,250,D
1,1,-664,30,1380,192,0,200,D
0,0,6906,0,0,0,0,500,A
0,1,-1863,0,1360,683,1,200,D
0,1,7350,0,664,403,1,300,C
0,0,2948,0,0,0,0,500,A
1,1,9992,26,1440,1315,1,150,E
0,1,5783,0,2460,388,1,300,C
0,0,659,0,0,0,0,500,A
0,0,4120,0,0,0,0,500,A
1,0,5236,29,0,0,0,350,C
1,1,5309,16,2570,932,0,300,C
1,1,-91,27,2180,1606,0,200,D
0,0,-426,0,0,0,0,400,B
0,1,7467,0,2638,379,1,300,C
0,0,-756,0,0,0,0,400,B
1,0,4085,23,0,0,0,350,C
1,1,6038,7,184,178,1,200,D
0,0,152,0,0,0,0,500,A
1,1,5301,25,1320,309,1,150,E
0,0,3670,0,0,0,0,500,A
0,1,-552,0,3038,731,1,200,D
1,1,9477,4,3034,2243,1,200,D
0,1,5490,0,2004,83,0,450,B
0,1,4485,0,2337,1551,0,450,B
0,0,6212,0,0,0,0,500,A
1,1,3103,5,467,229,1,200,D
1,1,-1372,3,1643,857,1,100,E
1,0,6450,30,0,0,0,350,C
0,0,2894,0,0,0,0,500,A
0,0,3745,0,0,0,0,500,A
0,1,-122,0,350,287,1,150,E
1,0,4443,5,0,0,0,400,B
0,0,7303,0,0,0,0,500,A
0,1,5934,0,581,371,0,450,B
1,0,9035,30,0,0,0,350,C
0,1,4459,0,496,357,1,300,C
1,1,5535,6,124,43,0,350,C
1,1,7606,14,1973,1337,1,150,E
0,1,5269,0,1337,22,1,300,C
0,0,924,0,0,0,0,500,A
1,1,7603,14,3201,2409,1,150,E
1,1,6790,2,1630,1533,1,200,D
0,1,5764,0,105,41,1,300,C
1,1,1871,30,1099,626,1,150,E
1,0,7786,20,0,0,0,350,C
0,0,3904,0,0,0,0,500,A
1,0,1910,23,0,0,0,350,C
1,1,1845,5,3431,2191,1,200,D
1,0,9576,9,0,0,0,400,B
0,0,8291,0,0,0,0,500,A
0,1,7936,0,2905,1674,1,300,C
0,1,616,0,1431,1102,1,250,D
1,0,9726,16,0,0,0,350,C
1,0,7180,31,0,0,0,350,C
0,1,-1953,0,1641,1617,0,300,C
0,0,-586,0,0,0,0,400,B
0,1,8645,0,1270,764,0,450,B
0,1,6364,0,1679,312,1,300,C
1,0,169,16,0,0,0,350,C
0,1,9426,0,426,234,0,450,B
1,0,3980,25,0,0,0,350,C
1,0,5990,17,0,0,0,350,C
1,0,3269,31,0,0,0,350,C
0,0,9920,0,0,0,0,500,A
1,1,6409,33,163,162,0,300,C
0,0,5964,0,0,0,0,500,A
0,0,7766,0,0,0,0,500,A
0,1,371,0,56,56,1,300,C
1,0,6987,25,0,0,0,350,C
0,0,7841,0,0,0,0,500,A
1,0,9359,11,0,0,0,400,B
0,1,3695,0,2068,1062,0,450,B
0,0,7998,0,0,0,0,500,A
0,1,-789,0,1888,640,1,200,D
0,1,9200,0,2434,674,1,300,C
1,1,1586,21,1312,490,1,150,E
1,1,5221,31,2413,2337,0,300,C
1,1,2421,36,2651,395,1,150,E
0,0,7963,0,0,0,0,500,A
0,0,5539,0,0,0,0,500,A
0,1,-1012,0,3226,2823,1,150,E
1,1,3842,13,852,503,1,150,E
1,0,1409,5,0,0,0,400,B
1,0,7711,10,0,0,0,400,B
1,0,7247,13,0,0,0,350,C
0,0,8655,0,0,0,0,500,A
0,0,9922,0,0,0,0,500,A
0,0,-957,0,0,0,0,400,B
0,1,2549,0,1293,1006,0,450,B
0,1,8920,0,3358,344,1,300,C
0,1,6593,0,1337,574,0,450,B
0,1,310,0,1290,863,1,250,D
1,0,983,7,0,0,0,400,B
1,1,-1837,5,2451,1298,0,250,D
0,1,5985,0,1981,646,1,300,C
0,1,2489,0,59,22,0,450,B
1,0,9848,5,0,0,0,400,B
1,1,6843,20,632,122,0,300,C
1,1,1881,33,1027,738,1,150,E
1,0,1236,24,0,0,0,350,C
0,1,-1986,0,3330,2272,0,350,C
1,0,899,10,0,0,0,400,B
1,1,-732,2,3047,1832,1,100,E
0,1,5872,0,1102,134,0,450,B
0,1,3240,0,3159,742,1,300,C
0,1,7631,0,78,15,0,450,B
0,1,7871,0,1495,668,0,450,B
1,0,1793,6,0,0,0,400,B
0,0,-1114,0,0,0,0,400,B
0,0,126,0,0,0,0,500,A
0,1,423,0,307,51,0,450,B
1,0,1242,16,0,0,0,350,C
0,0,9545,0,0,0,0,500,A
0,0,3723,0,0,0,0,500,A
0,0,6382,0,0,0,0,500,A
1,1,1778,14,2096,726,0,300,C
0,0,8980,0,0,0,0,500,A
1,0,6067,19,0,0,0,350,C
0,0,-1243,0,0,0,0,400,B
0,1,9990,0,1870,558,1,300,C
1,0,2354,18,0,0,0,350,C
1,1,4718,17,63,52,0,300,C
1,0,4360,33,0,0,0,350,C
1,0,6834,19,0,0,0,350,C
1,0,4863,29,0,0,0,350,C
1,1,5947,18,2536,1589,1,150,E
0,0,8656,0,0,0,0,500,A
1,0,-557,30,0,0,0,250,D
0,1,134,0,1235,1166,1,250,D
0,0,9819,0,0,0,0,500,A
0,0,3331,0,0,0,0,500,A
1,0,1400,19,0,0,0,350,C
0,1,-1165,0,3121,542,1,200,D
0,0,3792,0,0,0,0,500,A
1,1,7057,23,491,410,0,300,C
0,1,4508,0,699,269,0,450,B
1,1,1659,28,170,56,0,300,C
1,1,2534,2,1508,1232,0,350,C
0,0,-1632,0,0,0,0,400,B
1,1,4425,3,3332,342,1,200,D
1,0,1517,29,0,0,0,350,C
1,0,7930,9,0,0,0,400,B
0,0,4842,0,0,0,0,500,A
1,0,-431,8,0,0,0,300,C
1,1,3621,27,3071,1719,0,300,C
0,0,8176,0,0,0,0,500,A
0,1,6874,0,444,62,0,450,B
0,0,4330,0,0,0,0,500,A
1,1,5752,34,157,6,0,300,C
1,1,765,9,166,108,0,350,C
1,0,6283,1,0,0,0,400,B
1,0,2189,36,0,0,0,350,C
1,1,1870,26,2532,262,1,150,E
1,0,1170,4,0,0,0,400,B
0,1,-1160,0,1326,60,0,350,C
0,1,5533,0,900,72,0,450,B
0,0,-272,0,0,0,0,400,B
0,0,892,0,0,0,0,500,A
1,0,218,9,0,0,0,400,B
1,1,8030,15,1410,509,1,150,E
1,0,-1979,19,0,0,0,250,D
1,1,2279,13,1381,40,1,150,E
0,0,-1644,0,0,0,0,400,B
1,0,3030,27,0,0,0,350,C
1,0,6982,4,0,0,0,400,B
1,1,-394,3,1142,824,1,50,F
0,1,7056,0,680,497,0,450,B
0,1,-74,0,29,18,0,300,C
0,0,2980,0,0,0,0,500,A
1,1,9361,10,2785,914,1,200,D
0,0,9446,0,0,0,0,500,A
1,1,9067,36,541,21,0,300,C
1,0,2263,14,0,0,0,350,C
1,1,-1123,3,1445,405,0,250,D
1,0,8464,28,0,0,0,350,C
0,0,7250,0,0,0,0,500,A
0,1,3690,0,2774,1266,1,300,C
1,0,9099,17,0,0,0,350,C
1,0,-1680,3,0,0,0,300,C
1,1,1445,24,1713,1624,1,100,E
1,0,-256,7,0,0,0,300,C
0,1,-463,0,1498,487,0,350,C
1,1,6037,2,2594,1061,0,350,C
0,1,3778,0,31,21,0,450,B
0,0,5624,0,0,0,0,500,A
1,1,2054,13,1579,1559,0,250,D
0,0,1113,0,0,0,0,500,A
0,1,1059,0,659,520,1,300,C
0,1,6648,0,2755,496,0,450,B
1,0,471,10,0,0,0,400,B
1,0,-1561,5,0,0,0,300,C
0,0,7423,0,0,0,0,500,A
1,0,2990,24,0,0,0,350,C
0,1,4083,0,3030,2986,0,400,B
0,0,5241,0,0,0,0,500,A
0,1,1785,0,1265,238,1,300,C
0,0,8716,0,0,0,0,500,A
0,0,4322,0,0,0,0,500,A
1,0,5220,32,0,0,0,350,C
0,1,838,0,1667,768,1,300,C
1,0,-163,19,0,0,0,250,D
0,0,9066,0,0,0,0,500,A
1,0,9230,1,0,0,0,400,B
1,0,1292,35,0,0,0,350,C
0,0,7793,0,0,0,0,500,A
1,0,2214,36,0,0,0,350,C
1,1,2864,17,1710,548,1,150,E
0,0,4352,0,0,0,0,500,A
0,1,873,0,1148,539,1,300,C
0,1,7186,0,350,59,1,300,C
0,0,9997,0,0,0,0,500,A
1,1,9629,11,984,832,1,200,D
1,1,1135,24,3074,344,1,150,E
0,1,5362,0,3113,581,0,450,B
0,0,8987,0,0,0,0,500,A
1,0,9722,14,0,0,0,350,C
1,0,1408,2,0,0,0,400,B
1,0,4681,21,0,0,0,350,C
1,1,9074,3,3242,3218,1,200,D
0,0,2016,0,0,0,0,500,A
0,0,890,0,0,0,0,500,A
1,1,-1529,6,2229,1127,0,250,D
1,1,7309,1,1489,870,0,350,C
0,1,-1647,0,2215,880,0,350,C
1,0,-1607,14,0,0,0,250,D
1,0,4313,32,0,0,0,350,C
0,0,3354,0,0,0,0,500,A
0,0,1978,0,0,0,0,500,A
0,1,2007,0,1573,502,1,300,C
1,0,8768,36,0,0,0,350,C
1,1,-801,20,3496,604,1,50,F
1,1,-577,31,2546,2099,1,0,F
0,1,1865,0,3495,2856,1,300,C
1,0,3162,5,0,0,0,400,B
0,1,1284,0,3379,2953,0,400,B
1,0,-1409,19,0,0,0,250,D
1,1,5851,25,633,566,1,150,E
1,0,2393,28,0,0,0,350,C
0,1,1232,0,1103,644,1,250,D
0,0,2891,0,0,0,0,500,A
0,0,4276,0,0,0,0,500,A
1,0,6669,29,0,0,0,350,C
1,1,2790,8,1829,1802,0,300,C
1,0,1156,19,0,0,0,350,C
1,0,-1933,15,0,0,0,250,D
1,1,7861,20,1426,669,0,300,C
0,0,7853,0,0,0,0,500,A
0,1,4151,0,1948,1037,1,300,C
1,1,9152,7,2690,137,0,350,C
1,0,-1081,29,0,0,0,250,D
0,1,4376,0,1250,609,0,450,B
1,1,5259,30,1232,734,0,300,C
1,0,916,2,0,0,0,400,B
1,1,4829,11,3076,1107,1,200,D
1,1,2717,10,383,201,1,200,D
0,0,4635,0,0,0,0,500,A
1,1,8467,19,251,193,0,300,C
0,0,4733,0,0,0,0,500,A
1,0,443,2,0,0,0,400,B
0,1,9958,0,2932,17,1,300,C
0,0,-983,0,0,0,0,400,B
0,1,9909,0,1675,1654,0,450,B
1,0,3365,24,0,0,0,350,C
0,1,3503,0,1344,49,1,300,C
1,0,-593,9,0,0,0,300,C
0,1,9626,0,793,733,0,450,B
1,1,1898,36,3215,1370,0,300,C
1,1,1823,22,1437,1086,1,100,E
1,1,7119,34,1115,1004,1,150,E
0,0,9258,0,0,0,0,500,A
0,0,8369,0,0,0,0,500,A
1,1,5934,13,1853,547,1,150,E
1,1,926,36,1473,29,0,300,C
1,1,3523,18,908,170,1,150,E
1,0,1732,28,0,0,0,350,C
0,0,-1520,0,0,0,0,400,B
1,1,6613,9,2609,2086,1,200,D
1,1,3490,10,2602,2553,1,150,E
1,0,-1134,19,0,0,0,250,D
1,1,2551,34,3393,3337,1,100,E
1,1,1773,28,1968,311,0,300,C
1,1,-1957,23,2566,1694,1,50,F
0,1,6200,0,222,87,0,450,B
0,0,6532,0,0,0,0,500,A
0,1,9858,0,2501,446,0,450,B
0,1,3383,0,1499,1228,0,450,B
1,1,6302,17,1010,952,0,300,C
0,0,8398,0,0,0,0,500,A
1,0,6531,18,0,0,0,350,C
0,0,7217,0,0,0,0,500,A
1,0,4655,16,0,0,0,350,C
1,1,3655,27,67,46,1,150,E
1,0,7024,26,0,0,0,350,C
1,0,-1578,33,0,0,0,250,D
0,0,9175,0,0,0,0,500,A
0,0,9672,0,0,0,0,500,A
0,1,7736,0,966,307,0,450,B
0,0,4704,0,0,0,0,500,A
0,0,9943,0,0,0,0,500,A
1,0,4762,19,0,0,0,350,C
1,0,4185,2,0,0,0,400,B
1,1,8664,25,2931,1724,0,300,C
0,1,5218,0,3225,3209,0,400,B
0,0,6197,0,0,0,0,500,A
0,1,7504,0,1119,25,0,450,B
1,1,1174,26,1918,1019,0,300,C
0,1,1672,0,568,536,0,450,B
0,1,8318,0,1687,1056,0,450,B
0,0,4344,0,0,0,0,500,A
1,0,805,10,0,0,0,400,B
1,0,3265,5,0,0,0,400,B
1,0,4584,35,0,0,0,350,C
1,0,4465,16,0,0,0,350,C
1,0,3732,12,0,0,0,400,B
0,0,5116,0,0,0,0,500,A
0,0,3516,0,0,0,0,500,A
0,0,1386,0,0,0,0,500,A
0,0,6481,0,0,0,0,500,A
0,1,7488,0,338,144,1,300,C
0,1,8801,0,122,114,0,450,B
1,0,1859,4,0,0,0,400,B
0,0,1392,0,0,0,0,500,A
0,0,4840,0,0,0,0,500,A
1,0,3713,24,0,0,0,350,C
0,0,-1010,0,0,0,0,400,B
1,1,3614,1,659,659,1,200,D
0,1,2719,0,244,10,0,450,B
1,0,725,3,0,0,0,400,B
1,1,2044,12,1087,996,1,200,D
1,0,5543,2,0,0,0,400,B
1,1,6796,30,1294,1021,1,150,E
0,1,549,0,265,256,1,300,C
1,0,8532,5,0,0,0,400,B
0,0,6202,0,0,0,0,500,A
1,0,7375,18,0,0,0,350,C
0,1,4222,0,659,495,1,300,C
1,1,9098,33,1063,885,0,300,C
0,0,-980,0,0,0,0,400,B
0,0,6577,0,0,0,0,500,A
1,1,5892,5,2797,1694,1,200,D
1,0,4133,21,0,0,0,350,C
1,1,8717,19,222,182,0,300,C
0,0,2551,0,0,0,0,500,A
0,0,-1359,0,0,0,0,400,B
1,0,-880,17,0,0,0,250,D
1,0,7653,16,0,0,0,350,C
0,1,480,0,1663,1233,0,400,B
0,1,2268,0,1287,342,1,300,C
1,1,8840,6,112,44,0,350,C
1,1,-1271,17,3388,2041,0,200,D
1,0,8789,29,0,0,0,350,C
1,1,1866,9,2112,1421,1,200,D
0,0,-411,0,0,0,0,400,B
0,1,2626,0,2189,1257,0,450,B
1,1,5432,16,1658,564,0,300,C
0,0,63,0,0,0,0,500,A
1,0,3415,15,0,0,0,350,C
1,0,1582,31,0,0,0,350,C
1,0,8611,31,0,0,0,350,C
0,1,-50,0,3200,521,0,350,C
1,0,4805,22,0,0,0,350,C
1,1,1888,11,2365,445,0,350,C
1,1,1507,24,741,648,0,300,C
0,0,9778,0,0,0,0,500,A
0,1,2866,0,828,227,1,300,C
0,1,623,0,2683,669,0,450,B
0,1,30,0,2357,1222,0,450,B
1,0,7983,17,0,0,0,350,C
1,1,3464,30,3107,1582,0,300,C
0,1,2465,0,1763,558,1,300,C
1,0,6125,20,0,0,0,350,C
1,0,2858,35,0,0,0,350,C
0,1,3018,0,508,11,0,450,B
0,0,-477,0,0,0,0,400,B
1,0,6,4,0,0,0,400,B
0,1,4528,0,1565,441,0,450,B
0,0,1667,0,0,0,0,500,A
0,1,3567,0,2122,647,1,300,C
1,0,9752,22,0,0,0,350,C
1,1,-1101,25,657,504,0,150,E
1,0,322,8,0,0,0,400,B
1,1,1118,2,2010,144,1,200,D
0,0,8355,0,0,0,0,500,A
0,0,2061,0,0,0,0,500,A
1,0,4224,1,0,0,0,400,B
0,0,-1361,0,0,0,0,400,B
1,1,8396,19,1932,296,0,300,C
0,0,349,0,0,0,0,500,A
1,1,8202,29,2235,373,0,300,C
1,1,7829,15,627,328,0,300,C
0,0,6166,0,0,0,0,500,A
0,1,1040,0,2096,1278,0,450,B
1,1,-957,10,3257,2330,0,250,D
0,0,6825,0,0,0,0,500,A
1,1,6743,16,916,546,0,300,C
1,0,-717,5,0,0,0,300,C
1,1,-1457,6,1049,594,0,200,D
1,0,2057,13,0,0,0,350,C
0,0,-303,0,0,0,0,400,B
1,1,1471,1,500,192,0,350,C
1,0,4796,17,0,0,0,350,C
1,1,4911,27,1009,930,0,300,C
1,1,4677,32,331,331,0,300,C
1,0,6835,19,0,0,0,350,C
0,0,-1215,0,0,0,0,400,B
1,1,2537,17,1212,398,1,150,E
1,0,359,7,0,0,0,400,B
1,1,3773,17,2955,1416,1,150,E
1,0,8708,33,0,0,0,350,C
0,1,951,0,1804,1530,1,250,D
0,1,-1370,0,2858,242,0,350,C
0,1,3021,0,2177,1120,0,450,B
1,1,2559,8,2636,723,0,350,C
0,0,2522,0,0,0,0,500,A
1,1,8345,7,1563,619,1,200,D
0,0,3976,0,0,0,0,500,A
0,0,3811,0,0,0,0,500,A
0,1,7919,0,2628,414,1,300,C
1,0,-1407,14,0,0,0,250,D
1,1,1796,15,2834,2754,0,250,D
0,0,1219,0,0,0,0,500,A
0,0,1947,0,0,0,0,500,A
1,0,3544,1,0,0,0,400,B
0,1,3208,0,35,1,1,300,C
1,1,5556,2,872,8,0,350,C
0,1,2577,0,537,144,0,450,B
0,1,4210,0,3270,735,1,300,C
0,0,7933,0,0,0,0,500,A
0,1,4187,0,1966,37,1,300,C
0,0,1420,0,0,0,0,500,A
0,0,5874,0,0,0,0,500,A
1,0,7666,12,0,0,0,400,B
1,0,5366,11,0,0,0,400,B
0,0,-1993,0,0,0,0,400,B
0,0,7792,0,0,0,0,500,A
1,0,1819,16,0,0,0,350,C
1,1,5790,25,2606,460,0,300,C
0,1,9483,0,2593,229,1,300,C
1,0,9418,29,0,0,0,350,C
1,1,8529,34,998,389,1,150,E
1,0,-519,27,0,0,0,250,D
1,0,8805,20,0,0,0,350,C
0,0,3927,0,0,0,0,500,A
1,0,1184,9,0,0,0,400,B
0,1,2783,0,775,354,0,450,B
1,0,4269,20,0,0,0,350,C
0,0,3424,0,0,0,0,500,A
1,1,-1762,2,2017,1906,1,50,F
1,1,2940,34,164,78,1,150,E
0,0,-1380,0,0,0,0,400,B
0,1,4037,0,1767,318,0,450,B
0,1,1592,0,34,22,1,300,C
1,1,4300,28,1834,403,0,300,C
0,1,2452,0,1424,1152,0,450,B
0,1,8887,0,1015,263,0,450,B
0,0,2244,0,0,0,0,500,A
0,0,736,0,0,0,0,500,A
0,1,-784,0,1857,1308,1,200,D
1,1,9545,6,1087,72,0,350,C
0,1,4148,0,749,267,1,300,C
1,0,5369,19,0,0,0,350,C
1,0,4261,10,0,0,0,400,B
1,0,8280,4,0,0,0,400,B
0,0,8955,0,0,0,0,500,A
0,1,2793,0,2801,54,0,450,B
1,1,7999,31,471,107,1,150,E
1,0,-611,16,0,0,0,250,D
0,0,7190,0,0,0,0,500,A
0,0,8605,0,0,0,0,500,A
1,0,-596,12,0,0,0,300,C
0,1,858,0,3153,2389,1,300,C
0,1,583,0,1925,1758,0,400,B
1,0,3392,10,0,0,0,400,B
1,0,4396,16,0,0,0,350,C
1,0,1219,31,0,0,0,350,C
0,1,-1814,0,1121,763,1,150,E
1,0,4212,26,0,0,0,350,C
1,1,2812,4,847,188,0,350,C
1,0,9152,26,0,0,0,350,C
0,1,-925,0,2156,829,1,200,D
1,0,8949,26,0,0,0,350,C
0,0,5483,0,0,0,0,500,A
0,1,9896,0,507,91,1,300,C
1,0,5728,5,0,0,0,400,B
0,1,9820,0,395,379,1,300,C
0,1,-1589,0,2716,471,1,200,D
1,0,2834,21,0,0,0,350,C
1,0,-1525,9,0,0,0,300,C
1,0,1311,15,0,0,0,350,C
1,0,1809,25,0,0,0,350,C
1,0,3774,24,0,0,0,350,C
0,0,7849,0,0,0,0,500,A
0,1,1460,0,1616,1265,1,250,D
1,1,2586,32,2710,1067,1,150,E
0,0,3963,0,0,0,0,500,A
1,0,7596,29,0,0,0,350,C
1,0,4681,33,0,0,0,350,C
1,1,9148,24,1998,1032,0,300,C
1,1,3547,33,3086,2480,0,300,C
1,1,-756,32,3384,3361,0,150,E
0,0,2592,0,0,0,0,500,A
0,0,6220,0,0,0,0,500,A
1,0,2639,27,0,0,0,350,C
0,1,9954,0,2267,1162,0,450,B
0,0,-687,0,0,0,0,400,B
1,0,6025,35,0,0,0,350,C
0,1,6799,0,2831,1986,0,450,B
1,0,6337,27,0,0,0,350,C
0,1,7089,0,2199,1339,0,450,B
1,0,5622,7,0,0,0,400,B
1,1,139,34,3289,336,1,150,E
0,0,6252,0,0,0,0,500,A
0,0,7014,0,0,0,0,500,A
1,1,95,19,2987,362,0,300,C
1,1,4222,21,136,97,0,300,C
1,1,408,19,273,99,0,300,C
0,0,5806,0,0,0,0,500,A
1,0,1423,9,0,0,0,400,B
1,1,-1736,7,1007,399,0,250,D
1,1,7115,25,545,32,0,300,C
0,0,7272,0,0,0,0,500,A
0,0,3878,0,0,0,0,500,A
0,0,6995,0,0,0,0,500,A
1,0,-1855,6,0,0,0,300,C
1,1,1128,8,1601,198,0,350,C
1,1,6884,11,1603,29,0,350,C
1,0,438,25,0,0,0,350,C
0,1,9204,0,2937,419,0,450,B
1,1,2446,14,3076,1024,1,150,E
0,1,430,0,922,587,1,250,D
1,0,7878,35,0,0,0,350,C
0,0,4397,0,0,0,0,500,A
0,0,111,0,0,0,0,500,A
0,0,-10,0,0,0,0,400,B
0,0,8479,0,0,0,0,500,A
0,1,553,0,927,132,1,300,C
0,1,5517,0,1825,701,1,300,C
0,1,425,0,2997,296,0,450,B
0,0,5482,0,0,0,0,500,A
0,0,2322,0,0,0,0,500,A
0,0,6515,0,0,0,0,500,A
1,0,7538,24,0,0,0,350,C
1,0,1910,14,0,0,0,350,C
1,0,5983,9,0,0,0,400,B
0,0,2512,0,0,0,0,500,A
1,0,5500,13,0,0,0,350,C
0,0,-1302,0,0,0,0,400,B
1,1,1323,23,2593,703,0,300,C
0,0,728,0,0,0,0,500,A
0,0,-1239,0,0,0,0,400,B
1,0,7282,23,0,0,0,350,C
1,1,8156,30,1364,144,0,300,C
1,1,5093,14,1180,597,1,150,E
0,0,276,0,0,0,0,500,A
0,0,9160,0,0,0,0,500,A
1,0,9276,9,0,0,0,400,B
1,0,573,23,0,0,0,350,C
1,1,5416,32,1336,1005,1,150,E
0,1,-1698,0,2238,1505,1,200,D
1,0,1177,34,0,0,0,350,C
1,1,8719,8,2434,909,0,350,C
0,0,1550,0,0,0,0,500,A
1,1,8984,30,1647,698,1,150,E
1,1,5997,13,2596,2546,0,300,C
0,0,-642,0,0,0,0,400,B
0,1,-1448,0,2584,496,1,200,D
1,1,200,26,2517,1020,1,150,E
0,0,1726,0,0,0,0,500,A
0,1,610,0,2558,1082,1,300,C
0,0,1262,0,0,0,0,500,A
1,0,316,35,0,0,0,350,C
0,1,6319,0,2621,1162,1,300,C
1,1,725,25,1231,1132,1,100,E
0,1,7192,0,738,244,0,450,B
0,0,-1202,0,0,0,0,400,B
0,0,8493,0,0,0,0,500,A
1,1,8626,13,1956,712,0,300,C
1,0,340,4,0,0,0,400,B
1,0,4610,5,0,0,0,400,B
1,0,1543,20,0,0,0,350,C
1,1,9435,3,1485,743,0,350,C
1,0,4328,18,0,0,0,350,C
0,0,-202,0,0,0,0,400,B
0,0,9569,0,0,0,0,500,A
0,0,1254,0,0,0,0,500,A
1,0,2463,25,0,0,0,350,C
0,0,1985,0,0,0,0,500,A
0,1,-926,0,623,228,1,150,E
1,1,-1409,13,793,172,1,50,F
0,1,1613,0,571,563,0,450,B
0,1,4017,0,1686,267,0,450,B
0,0,-1294,0,0,0,0,400,B
0,0,1037,0,0,0,0,500,A
0,0,-1441,0,0,0,0,400,B
1,1,3347,25,1032,553,0,300,C
1,1,-1936,32,846,6,0,200,D
0,0,8776,0,0,0,0,500,A
1,1,5305,30,820,248,0,300,C
1,0,2932,30,0,0,0,350,C
1,0,6718,21,0,0,0,350,C
1,0,7611,10,0,0,0,400,B
0,0,-1714,0,0,0,0,400,B
1,1,8913,13,2918,763,0,300,C
0,0,-1096,0,0,0,0,400,B
1,1,8498,14,1851,1444,0,300,C
0,1,4558,0,2750,711,1,300,C
1,1,3940,17,1099,376,0,300,C
0,0,8239,0,0,0,0,500,A
0,1,2429,0,3155,1561,1,300,C
0,0,7654,0,0,0,0,500,A
0,1,7884,0,688,422,0,450,B
1,1,9059,1,3099,1908,1,200,D
1,1,2132,1,865,279,0,350,C
1,0,7682,4,0,0,0,400,B
0,0,3720,0,0,0,0,500,A
1,0,-1059,14,0,0,0,250,D
0,1,1426,0,902,246,0,450,B
1,0,-1736,3,0,0,0,300,C
1,1,2682,12,236,127,1,200,D
1,0,615,27,0,0,0,350,C
